Namespace(batch_size=64, dataset='modelnet40', dropout=0.5, epochs=1000, eval=False, exp_name='exp24_sa16_lr2e_3_b64_0820', lr=0.002, model_path='/model_27431.t7', momentum=0.9, no_cuda=False, num_points=27431, seed=1, test_batch_size=32, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 3.037380, mean_absolute_error: 1.393098, r2_score: -0.371408
Validation 338, loss: 0.734761, mean_absolute_error: 0.653302, r2_score: 0.677017
Train 339, loss: 0.735475, mean_absolute_error: 0.658845, r2_score: 0.667926
Validation 339, loss: 0.669897, mean_absolute_error: 0.624178, r2_score: 0.705530
Train 340, loss: 0.733540, mean_absolute_error: 0.656278, r2_score: 0.669194
Validation 340, loss: 0.700859, mean_absolute_error: 0.645994, r2_score: 0.691920
Train 341, loss: 0.734971, mean_absolute_error: 0.657302, r2_score: 0.668253
Validation 341, loss: 0.632605, mean_absolute_error: 0.613067, r2_score: 0.721923
Train 342, loss: 0.737560, mean_absolute_error: 0.655220, r2_score: 0.667302
Validation 342, loss: 0.634266, mean_absolute_error: 0.619317, r2_score: 0.721193
Train 343, loss: 0.716605, mean_absolute_error: 0.651261, r2_score: 0.676551
Validation 343, loss: 0.715926, mean_absolute_error: 0.658508, r2_score: 0.685297
Train 344, loss: 0.730584, mean_absolute_error: 0.654666, r2_score: 0.670024
Validation 344, loss: 0.662657, mean_absolute_error: 0.621567, r2_score: 0.708713
Train 345, loss: 0.721801, mean_absolute_error: 0.651938, r2_score: 0.674221
Validation 345, loss: 0.657805, mean_absolute_error: 0.623226, r2_score: 0.710846
Train 346, loss: 0.732225, mean_absolute_error: 0.656308, r2_score: 0.669689
Validation 346, loss: 0.690052, mean_absolute_error: 0.643745, r2_score: 0.696670
Train 347, loss: 0.725488, mean_absolute_error: 0.650946, r2_score: 0.672674
Validation 347, loss: 0.748688, mean_absolute_error: 0.651758, r2_score: 0.670896
Train 348, loss: 0.717344, mean_absolute_error: 0.648675, r2_score: 0.676360
Validation 348, loss: 0.616829, mean_absolute_error: 0.598755, r2_score: 0.728858
Train 349, loss: 0.718225, mean_absolute_error: 0.649491, r2_score: 0.675811
Validation 349, loss: 0.635545, mean_absolute_error: 0.601579, r2_score: 0.720631
Train 350, loss: 0.716565, mean_absolute_error: 0.647915, r2_score: 0.676754
Validation 350, loss: 0.668631, mean_absolute_error: 0.627984, r2_score: 0.706087
Train 351, loss: 0.715760, mean_absolute_error: 0.646330, r2_score: 0.676636
Validation 351, loss: 0.671611, mean_absolute_error: 0.631950, r2_score: 0.704777
Train 352, loss: 0.719995, mean_absolute_error: 0.649504, r2_score: 0.675103
Validation 352, loss: 0.651254, mean_absolute_error: 0.617626, r2_score: 0.713725
Train 353, loss: 0.713984, mean_absolute_error: 0.647374, r2_score: 0.677573
Validation 353, loss: 0.659581, mean_absolute_error: 0.618885, r2_score: 0.710065
Train 354, loss: 0.717255, mean_absolute_error: 0.648408, r2_score: 0.676009
Validation 354, loss: 0.636649, mean_absolute_error: 0.609218, r2_score: 0.720145
Train 355, loss: 0.722303, mean_absolute_error: 0.652309, r2_score: 0.674243
Validation 355, loss: 0.692684, mean_absolute_error: 0.624639, r2_score: 0.695514
Train 356, loss: 0.720230, mean_absolute_error: 0.650470, r2_score: 0.674938
Validation 356, loss: 0.733988, mean_absolute_error: 0.674980, r2_score: 0.677357
Train 357, loss: 0.705317, mean_absolute_error: 0.643457, r2_score: 0.681696
Validation 357, loss: 0.700053, mean_absolute_error: 0.628985, r2_score: 0.692274
Train 358, loss: 0.723098, mean_absolute_error: 0.651822, r2_score: 0.673757
Validation 358, loss: 0.665025, mean_absolute_error: 0.630235, r2_score: 0.707672
Train 359, loss: 0.713063, mean_absolute_error: 0.649783, r2_score: 0.677977
Validation 359, loss: 0.662782, mean_absolute_error: 0.617981, r2_score: 0.708658
Train 360, loss: 0.709388, mean_absolute_error: 0.646470, r2_score: 0.679884
Validation 360, loss: 0.745917, mean_absolute_error: 0.650013, r2_score: 0.672114
Train 361, loss: 0.713162, mean_absolute_error: 0.645941, r2_score: 0.678491
Validation 361, loss: 0.741241, mean_absolute_error: 0.655168, r2_score: 0.674169
Train 362, loss: 0.701007, mean_absolute_error: 0.642330, r2_score: 0.683535
Validation 362, loss: 0.698271, mean_absolute_error: 0.622454, r2_score: 0.693058
Train 363, loss: 0.716877, mean_absolute_error: 0.647056, r2_score: 0.676597
Validation 363, loss: 0.624120, mean_absolute_error: 0.587792, r2_score: 0.725653
Train 364, loss: 0.700907, mean_absolute_error: 0.641113, r2_score: 0.683774
Validation 364, loss: 0.659883, mean_absolute_error: 0.628061, r2_score: 0.709932
Train 365, loss: 0.700626, mean_absolute_error: 0.642761, r2_score: 0.683868
Validation 365, loss: 0.677753, mean_absolute_error: 0.620667, r2_score: 0.702077
Train 366, loss: 0.699579, mean_absolute_error: 0.640359, r2_score: 0.683743
Validation 366, loss: 0.631070, mean_absolute_error: 0.614941, r2_score: 0.722598
Train 367, loss: 0.701122, mean_absolute_error: 0.640234, r2_score: 0.683329
Validation 367, loss: 0.675833, mean_absolute_error: 0.614660, r2_score: 0.702921
Train 368, loss: 0.709772, mean_absolute_error: 0.643434, r2_score: 0.679637
Validation 368, loss: 0.723951, mean_absolute_error: 0.641363, r2_score: 0.681769
Train 369, loss: 0.706863, mean_absolute_error: 0.643576, r2_score: 0.681207
Validation 369, loss: 0.680127, mean_absolute_error: 0.639837, r2_score: 0.701033
Train 370, loss: 0.713707, mean_absolute_error: 0.645008, r2_score: 0.677790
Validation 370, loss: 0.667219, mean_absolute_error: 0.624421, r2_score: 0.706707
Train 371, loss: 0.713103, mean_absolute_error: 0.648879, r2_score: 0.678170
Validation 371, loss: 0.659293, mean_absolute_error: 0.602782, r2_score: 0.710192
Train 372, loss: 0.695278, mean_absolute_error: 0.638097, r2_score: 0.686319
Validation 372, loss: 0.635137, mean_absolute_error: 0.600394, r2_score: 0.720810
Train 373, loss: 0.708457, mean_absolute_error: 0.643795, r2_score: 0.680020
Validation 373, loss: 0.739313, mean_absolute_error: 0.665900, r2_score: 0.675017
Train 374, loss: 0.697902, mean_absolute_error: 0.638939, r2_score: 0.684906
Validation 374, loss: 0.645930, mean_absolute_error: 0.612147, r2_score: 0.716065
Train 375, loss: 0.704698, mean_absolute_error: 0.642282, r2_score: 0.682055
Validation 375, loss: 0.634540, mean_absolute_error: 0.614243, r2_score: 0.721072
Train 376, loss: 0.695814, mean_absolute_error: 0.637426, r2_score: 0.686112
Validation 376, loss: 0.704753, mean_absolute_error: 0.649177, r2_score: 0.690209
Train 377, loss: 0.693977, mean_absolute_error: 0.638130, r2_score: 0.686819
Validation 377, loss: 0.644516, mean_absolute_error: 0.602782, r2_score: 0.716687
Train 378, loss: 0.688473, mean_absolute_error: 0.635104, r2_score: 0.689507
Validation 378, loss: 0.654634, mean_absolute_error: 0.629327, r2_score: 0.712239
Train 379, loss: 0.696504, mean_absolute_error: 0.638387, r2_score: 0.685412
Validation 379, loss: 0.676506, mean_absolute_error: 0.641255, r2_score: 0.702625
Train 380, loss: 0.693408, mean_absolute_error: 0.635623, r2_score: 0.687171
Validation 380, loss: 0.774390, mean_absolute_error: 0.695176, r2_score: 0.659598
Train 381, loss: 0.701755, mean_absolute_error: 0.639211, r2_score: 0.683266
Validation 381, loss: 0.702641, mean_absolute_error: 0.636652, r2_score: 0.691137
Train 382, loss: 0.695147, mean_absolute_error: 0.636577, r2_score: 0.686335
Validation 382, loss: 0.722503, mean_absolute_error: 0.637872, r2_score: 0.682406
Train 383, loss: 0.702702, mean_absolute_error: 0.640756, r2_score: 0.683067
Validation 383, loss: 0.654809, mean_absolute_error: 0.604473, r2_score: 0.712162
Train 384, loss: 0.694577, mean_absolute_error: 0.635746, r2_score: 0.686720
Validation 384, loss: 0.756389, mean_absolute_error: 0.669908, r2_score: 0.667511
Train 385, loss: 0.699666, mean_absolute_error: 0.637892, r2_score: 0.683945
Validation 385, loss: 0.670506, mean_absolute_error: 0.628945, r2_score: 0.705262
Train 386, loss: 0.685773, mean_absolute_error: 0.631005, r2_score: 0.690500
Validation 386, loss: 0.616398, mean_absolute_error: 0.592064, r2_score: 0.729047
Train 387, loss: 0.697504, mean_absolute_error: 0.637889, r2_score: 0.684848
Validation 387, loss: 0.631031, mean_absolute_error: 0.615619, r2_score: 0.722615
Train 388, loss: 0.690171, mean_absolute_error: 0.633718, r2_score: 0.688454
Validation 388, loss: 0.670132, mean_absolute_error: 0.627065, r2_score: 0.705427
Train 389, loss: 0.679500, mean_absolute_error: 0.629690, r2_score: 0.693661
Validation 389, loss: 0.693827, mean_absolute_error: 0.657082, r2_score: 0.695011
Train 390, loss: 0.696808, mean_absolute_error: 0.633317, r2_score: 0.685385
Validation 390, loss: 0.646846, mean_absolute_error: 0.605721, r2_score: 0.715663
Train 391, loss: 0.696075, mean_absolute_error: 0.636171, r2_score: 0.685845
Validation 391, loss: 0.658019, mean_absolute_error: 0.619049, r2_score: 0.710752
Train 392, loss: 0.687888, mean_absolute_error: 0.632070, r2_score: 0.689672
Validation 392, loss: 0.711246, mean_absolute_error: 0.651174, r2_score: 0.687354
Train 393, loss: 0.685455, mean_absolute_error: 0.630463, r2_score: 0.690858
Validation 393, loss: 0.611597, mean_absolute_error: 0.596233, r2_score: 0.731158
Train 394, loss: 0.688706, mean_absolute_error: 0.634464, r2_score: 0.689159
Validation 394, loss: 0.707013, mean_absolute_error: 0.650724, r2_score: 0.689215
Train 395, loss: 0.710244, mean_absolute_error: 0.641704, r2_score: 0.679421
Validation 395, loss: 0.740248, mean_absolute_error: 0.643749, r2_score: 0.674606
Train 396, loss: 0.682083, mean_absolute_error: 0.630717, r2_score: 0.692207
Validation 396, loss: 0.727931, mean_absolute_error: 0.663928, r2_score: 0.680020
Train 397, loss: 0.691452, mean_absolute_error: 0.634258, r2_score: 0.687991
Validation 397, loss: 0.777836, mean_absolute_error: 0.686029, r2_score: 0.658083
Train 398, loss: 0.688754, mean_absolute_error: 0.632593, r2_score: 0.688985
Validation 398, loss: 0.668493, mean_absolute_error: 0.608248, r2_score: 0.706148
Train 399, loss: 0.689258, mean_absolute_error: 0.635436, r2_score: 0.688832
Validation 399, loss: 0.678984, mean_absolute_error: 0.620197, r2_score: 0.701536
Train 400, loss: 0.679160, mean_absolute_error: 0.629311, r2_score: 0.693425
Validation 400, loss: 0.714164, mean_absolute_error: 0.649489, r2_score: 0.686072
Train 401, loss: 0.686537, mean_absolute_error: 0.630268, r2_score: 0.689526
Validation 401, loss: 0.652998, mean_absolute_error: 0.603113, r2_score: 0.712958
Train 402, loss: 0.683717, mean_absolute_error: 0.629009, r2_score: 0.691499
Validation 402, loss: 0.607321, mean_absolute_error: 0.589848, r2_score: 0.733037
Train 403, loss: 0.677985, mean_absolute_error: 0.627572, r2_score: 0.693969
Validation 403, loss: 0.680302, mean_absolute_error: 0.631307, r2_score: 0.700956
Train 404, loss: 0.679322, mean_absolute_error: 0.627146, r2_score: 0.693236
Validation 404, loss: 0.624113, mean_absolute_error: 0.607377, r2_score: 0.725656
Train 405, loss: 0.693742, mean_absolute_error: 0.634830, r2_score: 0.686567
Validation 405, loss: 0.923699, mean_absolute_error: 0.743286, r2_score: 0.593965
Train 406, loss: 0.679515, mean_absolute_error: 0.626855, r2_score: 0.693254
Validation 406, loss: 0.655180, mean_absolute_error: 0.621474, r2_score: 0.711999
Train 407, loss: 0.677945, mean_absolute_error: 0.629394, r2_score: 0.694030
Validation 407, loss: 0.692265, mean_absolute_error: 0.627319, r2_score: 0.695698
Train 408, loss: 0.682950, mean_absolute_error: 0.630099, r2_score: 0.691773
Validation 408, loss: 0.651077, mean_absolute_error: 0.620292, r2_score: 0.713803
Train 409, loss: 0.690579, mean_absolute_error: 0.634809, r2_score: 0.688236
Validation 409, loss: 0.668524, mean_absolute_error: 0.609926, r2_score: 0.706134
Train 410, loss: 0.682220, mean_absolute_error: 0.629618, r2_score: 0.692042
Validation 410, loss: 0.623976, mean_absolute_error: 0.596056, r2_score: 0.725716
Train 411, loss: 0.671616, mean_absolute_error: 0.626042, r2_score: 0.696883
Validation 411, loss: 0.631912, mean_absolute_error: 0.610395, r2_score: 0.722228
Train 412, loss: 0.673273, mean_absolute_error: 0.625710, r2_score: 0.696126
Validation 412, loss: 0.667974, mean_absolute_error: 0.641975, r2_score: 0.706375
Train 413, loss: 0.689211, mean_absolute_error: 0.634382, r2_score: 0.688852
Validation 413, loss: 0.688680, mean_absolute_error: 0.640547, r2_score: 0.697273
Train 414, loss: 0.681127, mean_absolute_error: 0.630593, r2_score: 0.692579
Validation 414, loss: 0.628677, mean_absolute_error: 0.601799, r2_score: 0.723650
Train 415, loss: 0.681442, mean_absolute_error: 0.629042, r2_score: 0.692495
Validation 415, loss: 0.707949, mean_absolute_error: 0.644838, r2_score: 0.688803
Train 416, loss: 0.679146, mean_absolute_error: 0.627020, r2_score: 0.693725
Validation 416, loss: 0.724875, mean_absolute_error: 0.662619, r2_score: 0.681363
Train 417, loss: 0.678120, mean_absolute_error: 0.628785, r2_score: 0.694075
Validation 417, loss: 0.662096, mean_absolute_error: 0.605308, r2_score: 0.708959
Train 418, loss: 0.665210, mean_absolute_error: 0.621691, r2_score: 0.699788
Validation 418, loss: 0.828430, mean_absolute_error: 0.684748, r2_score: 0.635843
Train 419, loss: 0.672435, mean_absolute_error: 0.624338, r2_score: 0.696186
Validation 419, loss: 0.630438, mean_absolute_error: 0.606256, r2_score: 0.722875
Train 420, loss: 0.676934, mean_absolute_error: 0.626337, r2_score: 0.694274
Validation 420, loss: 0.668997, mean_absolute_error: 0.629569, r2_score: 0.705926
Train 421, loss: 0.668174, mean_absolute_error: 0.624763, r2_score: 0.697715
Validation 421, loss: 0.640916, mean_absolute_error: 0.628150, r2_score: 0.718270
Train 422, loss: 0.675730, mean_absolute_error: 0.624799, r2_score: 0.694778
Validation 422, loss: 0.683892, mean_absolute_error: 0.638572, r2_score: 0.699378
Train 423, loss: 0.661734, mean_absolute_error: 0.620911, r2_score: 0.701243
Validation 423, loss: 0.616138, mean_absolute_error: 0.590501, r2_score: 0.729161
Train 424, loss: 0.678550, mean_absolute_error: 0.626041, r2_score: 0.694053
Validation 424, loss: 0.670959, mean_absolute_error: 0.617720, r2_score: 0.705063
Train 425, loss: 0.677055, mean_absolute_error: 0.629167, r2_score: 0.694259
Validation 425, loss: 0.605645, mean_absolute_error: 0.600070, r2_score: 0.733774
Train 426, loss: 0.674343, mean_absolute_error: 0.619820, r2_score: 0.695842
Validation 426, loss: 0.693720, mean_absolute_error: 0.634799, r2_score: 0.695058
Train 427, loss: 0.681080, mean_absolute_error: 0.628282, r2_score: 0.692686
Validation 427, loss: 0.605504, mean_absolute_error: 0.597013, r2_score: 0.733836
Train 428, loss: 0.677994, mean_absolute_error: 0.627763, r2_score: 0.693850
Validation 428, loss: 0.667923, mean_absolute_error: 0.631546, r2_score: 0.706398
Train 429, loss: 0.681223, mean_absolute_error: 0.625388, r2_score: 0.692325
Validation 429, loss: 0.652830, mean_absolute_error: 0.602218, r2_score: 0.713033
Train 430, loss: 0.657457, mean_absolute_error: 0.621722, r2_score: 0.703018
Validation 430, loss: 0.585320, mean_absolute_error: 0.573984, r2_score: 0.742708
Train 431, loss: 0.668484, mean_absolute_error: 0.623639, r2_score: 0.698352
Validation 431, loss: 0.628441, mean_absolute_error: 0.600172, r2_score: 0.723753
Train 432, loss: 0.677635, mean_absolute_error: 0.628673, r2_score: 0.694147
Validation 432, loss: 0.618699, mean_absolute_error: 0.601387, r2_score: 0.728036
Train 433, loss: 0.677526, mean_absolute_error: 0.627996, r2_score: 0.694467
Validation 433, loss: 0.647736, mean_absolute_error: 0.609512, r2_score: 0.715272
Train 434, loss: 0.674341, mean_absolute_error: 0.622288, r2_score: 0.695571
Validation 434, loss: 0.693641, mean_absolute_error: 0.623138, r2_score: 0.695093
Train 435, loss: 0.671727, mean_absolute_error: 0.623105, r2_score: 0.696610
Validation 435, loss: 0.620513, mean_absolute_error: 0.601850, r2_score: 0.727238
Train 436, loss: 0.670820, mean_absolute_error: 0.624049, r2_score: 0.697043
Validation 436, loss: 0.631713, mean_absolute_error: 0.592698, r2_score: 0.722315
Train 437, loss: 0.667378, mean_absolute_error: 0.621497, r2_score: 0.698283
Validation 437, loss: 0.662013, mean_absolute_error: 0.625354, r2_score: 0.708996
Train 438, loss: 0.670573, mean_absolute_error: 0.623513, r2_score: 0.697266
Validation 438, loss: 0.608992, mean_absolute_error: 0.592280, r2_score: 0.732302
Train 439, loss: 0.669749, mean_absolute_error: 0.621543, r2_score: 0.697661
Validation 439, loss: 0.662425, mean_absolute_error: 0.620532, r2_score: 0.708815
Train 440, loss: 0.672557, mean_absolute_error: 0.621845, r2_score: 0.696486
Validation 440, loss: 0.717201, mean_absolute_error: 0.658877, r2_score: 0.684737
Train 441, loss: 0.664729, mean_absolute_error: 0.617926, r2_score: 0.700315
Validation 441, loss: 0.738551, mean_absolute_error: 0.657888, r2_score: 0.675352
Train 442, loss: 0.673723, mean_absolute_error: 0.625958, r2_score: 0.695854
Validation 442, loss: 0.727184, mean_absolute_error: 0.638971, r2_score: 0.680348
Train 443, loss: 0.675208, mean_absolute_error: 0.626151, r2_score: 0.695282
Validation 443, loss: 0.657908, mean_absolute_error: 0.621479, r2_score: 0.710800
Train 444, loss: 0.665370, mean_absolute_error: 0.620920, r2_score: 0.699807
Validation 444, loss: 0.655169, mean_absolute_error: 0.596261, r2_score: 0.712004
Train 445, loss: 0.667696, mean_absolute_error: 0.620714, r2_score: 0.698873
Validation 445, loss: 0.617981, mean_absolute_error: 0.598508, r2_score: 0.728351
Train 446, loss: 0.667426, mean_absolute_error: 0.617292, r2_score: 0.698611
Validation 446, loss: 0.671069, mean_absolute_error: 0.631680, r2_score: 0.705015
Train 447, loss: 0.680098, mean_absolute_error: 0.624317, r2_score: 0.692780
Validation 447, loss: 0.674429, mean_absolute_error: 0.634537, r2_score: 0.703538
Train 448, loss: 0.668904, mean_absolute_error: 0.620145, r2_score: 0.698050
Validation 448, loss: 0.700839, mean_absolute_error: 0.646114, r2_score: 0.691929
Train 449, loss: 0.652654, mean_absolute_error: 0.617787, r2_score: 0.705238
Validation 449, loss: 0.609275, mean_absolute_error: 0.583468, r2_score: 0.732178
Train 450, loss: 0.677304, mean_absolute_error: 0.623367, r2_score: 0.694552
Validation 450, loss: 0.646982, mean_absolute_error: 0.612079, r2_score: 0.715603
Train 451, loss: 0.663015, mean_absolute_error: 0.619743, r2_score: 0.700682
Validation 451, loss: 0.612723, mean_absolute_error: 0.583702, r2_score: 0.730662
Train 452, loss: 0.657598, mean_absolute_error: 0.618326, r2_score: 0.703039
Validation 452, loss: 0.642517, mean_absolute_error: 0.606045, r2_score: 0.717566
Train 453, loss: 0.664480, mean_absolute_error: 0.619941, r2_score: 0.700047
Validation 453, loss: 0.631676, mean_absolute_error: 0.599947, r2_score: 0.722331
Train 454, loss: 0.653023, mean_absolute_error: 0.616053, r2_score: 0.705300
Validation 454, loss: 0.604753, mean_absolute_error: 0.592040, r2_score: 0.734166
Train 455, loss: 0.674592, mean_absolute_error: 0.621904, r2_score: 0.695215
Validation 455, loss: 0.718459, mean_absolute_error: 0.656832, r2_score: 0.684184
Train 456, loss: 0.667210, mean_absolute_error: 0.618499, r2_score: 0.698794
Validation 456, loss: 0.644757, mean_absolute_error: 0.605810, r2_score: 0.716581
Train 457, loss: 0.651946, mean_absolute_error: 0.613057, r2_score: 0.705639
Validation 457, loss: 0.688492, mean_absolute_error: 0.646730, r2_score: 0.697356
Train 458, loss: 0.662685, mean_absolute_error: 0.616779, r2_score: 0.700762
Validation 458, loss: 0.629062, mean_absolute_error: 0.610124, r2_score: 0.723480
Train 459, loss: 0.665306, mean_absolute_error: 0.618819, r2_score: 0.700113
Validation 459, loss: 0.606902, mean_absolute_error: 0.595807, r2_score: 0.733221
Train 460, loss: 0.647167, mean_absolute_error: 0.610032, r2_score: 0.707646
Validation 460, loss: 0.742426, mean_absolute_error: 0.674805, r2_score: 0.673648
Train 461, loss: 0.651447, mean_absolute_error: 0.613676, r2_score: 0.705571
Validation 461, loss: 0.583165, mean_absolute_error: 0.571957, r2_score: 0.743655
Train 462, loss: 0.654381, mean_absolute_error: 0.615346, r2_score: 0.704571
Validation 462, loss: 0.721252, mean_absolute_error: 0.666410, r2_score: 0.682956
Train 463, loss: 0.662864, mean_absolute_error: 0.616996, r2_score: 0.701195
Validation 463, loss: 0.646665, mean_absolute_error: 0.601653, r2_score: 0.715743
Train 464, loss: 0.655886, mean_absolute_error: 0.617800, r2_score: 0.704125
Validation 464, loss: 0.662629, mean_absolute_error: 0.608486, r2_score: 0.708725
Train 465, loss: 0.650677, mean_absolute_error: 0.612893, r2_score: 0.706277
Validation 465, loss: 0.627271, mean_absolute_error: 0.604770, r2_score: 0.724268
Train 466, loss: 0.645904, mean_absolute_error: 0.613222, r2_score: 0.708369
Validation 466, loss: 0.625805, mean_absolute_error: 0.607987, r2_score: 0.724912
Train 467, loss: 0.642169, mean_absolute_error: 0.610596, r2_score: 0.710164
Validation 467, loss: 0.666515, mean_absolute_error: 0.616121, r2_score: 0.707017
Train 468, loss: 0.649612, mean_absolute_error: 0.613314, r2_score: 0.707003
Validation 468, loss: 0.635189, mean_absolute_error: 0.600645, r2_score: 0.720787
Train 469, loss: 0.649110, mean_absolute_error: 0.614093, r2_score: 0.707204
Validation 469, loss: 0.674755, mean_absolute_error: 0.627121, r2_score: 0.703395
Train 470, loss: 0.650743, mean_absolute_error: 0.610008, r2_score: 0.706377
Validation 470, loss: 0.674200, mean_absolute_error: 0.633176, r2_score: 0.703639
Train 471, loss: 0.637503, mean_absolute_error: 0.609499, r2_score: 0.712107
Validation 471, loss: 0.601527, mean_absolute_error: 0.592795, r2_score: 0.735584
Train 472, loss: 0.645739, mean_absolute_error: 0.613418, r2_score: 0.708349
Validation 472, loss: 0.618187, mean_absolute_error: 0.597901, r2_score: 0.728261
Train 473, loss: 0.651694, mean_absolute_error: 0.612910, r2_score: 0.705718
Validation 473, loss: 0.600743, mean_absolute_error: 0.584753, r2_score: 0.735928
Train 474, loss: 0.660182, mean_absolute_error: 0.618845, r2_score: 0.701951
Validation 474, loss: 0.706109, mean_absolute_error: 0.652375, r2_score: 0.689612
Train 475, loss: 0.666431, mean_absolute_error: 0.615274, r2_score: 0.699337
Validation 475, loss: 0.732716, mean_absolute_error: 0.669232, r2_score: 0.677916
Train 476, loss: 0.649688, mean_absolute_error: 0.612568, r2_score: 0.706869
Validation 476, loss: 0.624790, mean_absolute_error: 0.605475, r2_score: 0.725358
Train 477, loss: 0.647295, mean_absolute_error: 0.612759, r2_score: 0.707659
Validation 477, loss: 0.814049, mean_absolute_error: 0.696016, r2_score: 0.642164
Train 478, loss: 0.657421, mean_absolute_error: 0.614482, r2_score: 0.703441
Validation 478, loss: 0.711790, mean_absolute_error: 0.642560, r2_score: 0.687115
Train 479, loss: 0.649522, mean_absolute_error: 0.610707, r2_score: 0.706568
Validation 479, loss: 0.691089, mean_absolute_error: 0.647468, r2_score: 0.696215
Train 480, loss: 0.652798, mean_absolute_error: 0.612435, r2_score: 0.705301
Validation 480, loss: 0.703259, mean_absolute_error: 0.655271, r2_score: 0.690865
Train 481, loss: 0.649647, mean_absolute_error: 0.609966, r2_score: 0.707008
Validation 481, loss: 0.669171, mean_absolute_error: 0.635666, r2_score: 0.705849
Train 482, loss: 0.645098, mean_absolute_error: 0.608950, r2_score: 0.708611
Validation 482, loss: 0.679430, mean_absolute_error: 0.639551, r2_score: 0.701340
Train 483, loss: 0.641711, mean_absolute_error: 0.606072, r2_score: 0.710629
Validation 483, loss: 0.674312, mean_absolute_error: 0.630278, r2_score: 0.703590
Train 484, loss: 0.651449, mean_absolute_error: 0.612269, r2_score: 0.706014
Validation 484, loss: 0.586690, mean_absolute_error: 0.576143, r2_score: 0.742106
Train 485, loss: 0.656164, mean_absolute_error: 0.613283, r2_score: 0.703775
Validation 485, loss: 0.641063, mean_absolute_error: 0.617690, r2_score: 0.718205
Train 486, loss: 0.647183, mean_absolute_error: 0.608611, r2_score: 0.707766
Validation 486, loss: 0.603744, mean_absolute_error: 0.579340, r2_score: 0.734610
Train 487, loss: 0.637333, mean_absolute_error: 0.606257, r2_score: 0.712229
Validation 487, loss: 0.651166, mean_absolute_error: 0.618207, r2_score: 0.713764
Train 488, loss: 0.650785, mean_absolute_error: 0.612648, r2_score: 0.705823
Validation 488, loss: 0.674614, mean_absolute_error: 0.632501, r2_score: 0.703457
Train 489, loss: 0.645374, mean_absolute_error: 0.608910, r2_score: 0.708555
Validation 489, loss: 0.674137, mean_absolute_error: 0.613921, r2_score: 0.703667
Train 490, loss: 0.646080, mean_absolute_error: 0.607954, r2_score: 0.708205
Validation 490, loss: 0.735156, mean_absolute_error: 0.667471, r2_score: 0.676844
Train 491, loss: 0.642520, mean_absolute_error: 0.607096, r2_score: 0.710135
Validation 491, loss: 0.654880, mean_absolute_error: 0.620889, r2_score: 0.712131
Train 492, loss: 0.641903, mean_absolute_error: 0.608317, r2_score: 0.710391
Validation 492, loss: 0.741124, mean_absolute_error: 0.652952, r2_score: 0.674221
Train 493, loss: 0.648087, mean_absolute_error: 0.610861, r2_score: 0.707674
Validation 493, loss: 0.664544, mean_absolute_error: 0.616882, r2_score: 0.707883
Train 494, loss: 0.641882, mean_absolute_error: 0.605069, r2_score: 0.710246
Validation 494, loss: 0.645820, mean_absolute_error: 0.603349, r2_score: 0.716114
Train 495, loss: 0.637315, mean_absolute_error: 0.604097, r2_score: 0.712591
Validation 495, loss: 0.715032, mean_absolute_error: 0.661078, r2_score: 0.685690
Train 496, loss: 0.629409, mean_absolute_error: 0.599503, r2_score: 0.715966
Validation 496, loss: 0.622212, mean_absolute_error: 0.596223, r2_score: 0.726491
Train 497, loss: 0.633507, mean_absolute_error: 0.604436, r2_score: 0.714133
Validation 497, loss: 0.601653, mean_absolute_error: 0.589627, r2_score: 0.735529
Train 498, loss: 0.646947, mean_absolute_error: 0.608042, r2_score: 0.707906
Validation 498, loss: 0.608888, mean_absolute_error: 0.600051, r2_score: 0.732348
Train 499, loss: 0.647942, mean_absolute_error: 0.608730, r2_score: 0.707420
Validation 499, loss: 0.619942, mean_absolute_error: 0.580733, r2_score: 0.727489
Train 500, loss: 0.630486, mean_absolute_error: 0.601961, r2_score: 0.715261
Validation 500, loss: 0.659687, mean_absolute_error: 0.599487, r2_score: 0.710018
Train 501, loss: 0.635151, mean_absolute_error: 0.604407, r2_score: 0.713067
Validation 501, loss: 0.629554, mean_absolute_error: 0.595262, r2_score: 0.723264
Train 502, loss: 0.645576, mean_absolute_error: 0.609400, r2_score: 0.708548
Validation 502, loss: 0.798012, mean_absolute_error: 0.668848, r2_score: 0.649214
Train 503, loss: 0.641645, mean_absolute_error: 0.605115, r2_score: 0.710251
Validation 503, loss: 0.597412, mean_absolute_error: 0.589697, r2_score: 0.737393
Train 504, loss: 0.656821, mean_absolute_error: 0.611517, r2_score: 0.703572
Validation 504, loss: 0.613976, mean_absolute_error: 0.573679, r2_score: 0.730112
Train 505, loss: 0.642217, mean_absolute_error: 0.606718, r2_score: 0.710026
Validation 505, loss: 0.622568, mean_absolute_error: 0.584033, r2_score: 0.726335
Train 506, loss: 0.633732, mean_absolute_error: 0.602259, r2_score: 0.714037
Validation 506, loss: 0.607090, mean_absolute_error: 0.588786, r2_score: 0.733138
Train 507, loss: 0.649842, mean_absolute_error: 0.609507, r2_score: 0.706829
Validation 507, loss: 0.597170, mean_absolute_error: 0.582142, r2_score: 0.737499
Train 508, loss: 0.649184, mean_absolute_error: 0.609319, r2_score: 0.707245
