Namespace(batch_size=16, dataset='modelnet40', dropout=0.5, epochs=1000, eval=False, exp_name='sa16_lr5e_4_b16_0820', lr=0.0005, model_path='/model_27431.t7', momentum=0.9, no_cuda=False, num_points=27431, seed=1, test_batch_size=32, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 3.203070, mean_absolute_error: 1.427596, r2_score: -0.445943
Train 339, loss: 0.705124, mean_absolute_error: 0.638347, r2_score: 0.681671
Validation 339, loss: 0.596736, mean_absolute_error: 0.584504, r2_score: 0.737690
Train 340, loss: 0.703309, mean_absolute_error: 0.638332, r2_score: 0.682552
Validation 340, loss: 0.626786, mean_absolute_error: 0.616095, r2_score: 0.724481
Train 341, loss: 0.690570, mean_absolute_error: 0.632470, r2_score: 0.688308
Validation 341, loss: 0.595750, mean_absolute_error: 0.576583, r2_score: 0.738123
Train 342, loss: 0.699619, mean_absolute_error: 0.635731, r2_score: 0.684319
Validation 342, loss: 0.611209, mean_absolute_error: 0.601759, r2_score: 0.731328
Train 343, loss: 0.705876, mean_absolute_error: 0.638579, r2_score: 0.681331
Validation 343, loss: 0.650803, mean_absolute_error: 0.634772, r2_score: 0.713923
Train 344, loss: 0.712183, mean_absolute_error: 0.641854, r2_score: 0.678629
Validation 344, loss: 0.667524, mean_absolute_error: 0.651032, r2_score: 0.706573
Train 345, loss: 0.704476, mean_absolute_error: 0.637890, r2_score: 0.681981
Validation 345, loss: 0.604738, mean_absolute_error: 0.593723, r2_score: 0.734173
Train 346, loss: 0.702327, mean_absolute_error: 0.636050, r2_score: 0.683089
Validation 346, loss: 0.587644, mean_absolute_error: 0.579799, r2_score: 0.741687
Train 347, loss: 0.704555, mean_absolute_error: 0.639224, r2_score: 0.681965
Validation 347, loss: 0.600532, mean_absolute_error: 0.602069, r2_score: 0.736021
Train 348, loss: 0.694099, mean_absolute_error: 0.632648, r2_score: 0.686742
Validation 348, loss: 0.626440, mean_absolute_error: 0.605225, r2_score: 0.724633
Train 349, loss: 0.699869, mean_absolute_error: 0.635959, r2_score: 0.684067
Validation 349, loss: 0.604739, mean_absolute_error: 0.602870, r2_score: 0.734172
Train 350, loss: 0.702473, mean_absolute_error: 0.634939, r2_score: 0.682911
Validation 350, loss: 0.631202, mean_absolute_error: 0.615300, r2_score: 0.722539
Train 351, loss: 0.695358, mean_absolute_error: 0.635824, r2_score: 0.685935
Validation 351, loss: 0.615981, mean_absolute_error: 0.602903, r2_score: 0.729230
Train 352, loss: 0.694689, mean_absolute_error: 0.636010, r2_score: 0.686535
Validation 352, loss: 0.630192, mean_absolute_error: 0.615990, r2_score: 0.722983
Train 353, loss: 0.703133, mean_absolute_error: 0.640488, r2_score: 0.682703
Validation 353, loss: 0.621504, mean_absolute_error: 0.607029, r2_score: 0.726803
Train 354, loss: 0.697757, mean_absolute_error: 0.633678, r2_score: 0.685145
Validation 354, loss: 0.649618, mean_absolute_error: 0.628248, r2_score: 0.714444
Train 355, loss: 0.714997, mean_absolute_error: 0.642156, r2_score: 0.677370
Validation 355, loss: 0.590520, mean_absolute_error: 0.575136, r2_score: 0.740422
Train 356, loss: 0.705383, mean_absolute_error: 0.634020, r2_score: 0.681719
Validation 356, loss: 0.630801, mean_absolute_error: 0.612036, r2_score: 0.722716
Train 357, loss: 0.695476, mean_absolute_error: 0.634444, r2_score: 0.685996
Validation 357, loss: 0.628678, mean_absolute_error: 0.620103, r2_score: 0.723649
Train 358, loss: 0.691457, mean_absolute_error: 0.628561, r2_score: 0.687926
Validation 358, loss: 0.673746, mean_absolute_error: 0.651165, r2_score: 0.703838
Train 359, loss: 0.687479, mean_absolute_error: 0.632224, r2_score: 0.689766
Validation 359, loss: 0.614630, mean_absolute_error: 0.605080, r2_score: 0.729824
Train 360, loss: 0.685288, mean_absolute_error: 0.629351, r2_score: 0.690736
Validation 360, loss: 0.654193, mean_absolute_error: 0.617898, r2_score: 0.712433
Train 361, loss: 0.683430, mean_absolute_error: 0.629300, r2_score: 0.691665
Validation 361, loss: 0.629826, mean_absolute_error: 0.619233, r2_score: 0.723144
Train 362, loss: 0.687696, mean_absolute_error: 0.632653, r2_score: 0.689665
Validation 362, loss: 0.620344, mean_absolute_error: 0.596153, r2_score: 0.727312
Train 363, loss: 0.694707, mean_absolute_error: 0.631750, r2_score: 0.686536
Validation 363, loss: 0.624130, mean_absolute_error: 0.599503, r2_score: 0.725648
Train 364, loss: 0.692516, mean_absolute_error: 0.631406, r2_score: 0.687534
Validation 364, loss: 0.615534, mean_absolute_error: 0.605497, r2_score: 0.729427
Train 365, loss: 0.689942, mean_absolute_error: 0.634133, r2_score: 0.688571
Validation 365, loss: 0.626299, mean_absolute_error: 0.597565, r2_score: 0.724695
Train 366, loss: 0.693469, mean_absolute_error: 0.634737, r2_score: 0.686948
Validation 366, loss: 0.595256, mean_absolute_error: 0.587223, r2_score: 0.738341
Train 367, loss: 0.685817, mean_absolute_error: 0.629942, r2_score: 0.690418
Validation 367, loss: 0.608845, mean_absolute_error: 0.599509, r2_score: 0.732367
Train 368, loss: 0.691080, mean_absolute_error: 0.630679, r2_score: 0.688207
Validation 368, loss: 0.577361, mean_absolute_error: 0.571263, r2_score: 0.746207
Train 369, loss: 0.687487, mean_absolute_error: 0.633429, r2_score: 0.689739
Validation 369, loss: 0.657526, mean_absolute_error: 0.625928, r2_score: 0.710968
Train 370, loss: 0.695511, mean_absolute_error: 0.631815, r2_score: 0.685948
Validation 370, loss: 0.592681, mean_absolute_error: 0.587277, r2_score: 0.739472
Train 371, loss: 0.693652, mean_absolute_error: 0.631029, r2_score: 0.686760
Validation 371, loss: 0.599597, mean_absolute_error: 0.590120, r2_score: 0.736432
Train 372, loss: 0.668540, mean_absolute_error: 0.619940, r2_score: 0.698327
Validation 372, loss: 0.633275, mean_absolute_error: 0.606889, r2_score: 0.721629
Train 373, loss: 0.699476, mean_absolute_error: 0.634137, r2_score: 0.684329
Validation 373, loss: 0.667428, mean_absolute_error: 0.633302, r2_score: 0.706616
Train 374, loss: 0.699682, mean_absolute_error: 0.631730, r2_score: 0.683964
Validation 374, loss: 0.616493, mean_absolute_error: 0.609742, r2_score: 0.729005
Train 375, loss: 0.678008, mean_absolute_error: 0.624999, r2_score: 0.693990
Validation 375, loss: 0.596879, mean_absolute_error: 0.593780, r2_score: 0.737627
Train 376, loss: 0.686951, mean_absolute_error: 0.630905, r2_score: 0.689985
Validation 376, loss: 0.587103, mean_absolute_error: 0.588754, r2_score: 0.741924
Train 377, loss: 0.688814, mean_absolute_error: 0.628097, r2_score: 0.689072
Validation 377, loss: 0.617371, mean_absolute_error: 0.613857, r2_score: 0.728619
Train 378, loss: 0.686095, mean_absolute_error: 0.624515, r2_score: 0.690414
Validation 378, loss: 0.597133, mean_absolute_error: 0.596979, r2_score: 0.737515
Train 379, loss: 0.684594, mean_absolute_error: 0.627895, r2_score: 0.691008
Validation 379, loss: 0.608030, mean_absolute_error: 0.606699, r2_score: 0.732726
Train 380, loss: 0.676390, mean_absolute_error: 0.627670, r2_score: 0.694742
Validation 380, loss: 0.650113, mean_absolute_error: 0.626505, r2_score: 0.714227
Train 381, loss: 0.676374, mean_absolute_error: 0.624987, r2_score: 0.694651
Validation 381, loss: 0.625888, mean_absolute_error: 0.608865, r2_score: 0.724876
Train 382, loss: 0.676062, mean_absolute_error: 0.623097, r2_score: 0.694754
Validation 382, loss: 0.614536, mean_absolute_error: 0.603871, r2_score: 0.729865
Train 383, loss: 0.687319, mean_absolute_error: 0.630082, r2_score: 0.689848
Validation 383, loss: 0.608444, mean_absolute_error: 0.595745, r2_score: 0.732544
Train 384, loss: 0.682279, mean_absolute_error: 0.624824, r2_score: 0.692069
Validation 384, loss: 0.653404, mean_absolute_error: 0.629468, r2_score: 0.712780
Train 385, loss: 0.678939, mean_absolute_error: 0.622934, r2_score: 0.693390
Validation 385, loss: 0.745718, mean_absolute_error: 0.684386, r2_score: 0.672201
Train 386, loss: 0.681158, mean_absolute_error: 0.629226, r2_score: 0.692460
Validation 386, loss: 0.595764, mean_absolute_error: 0.589810, r2_score: 0.738117
Train 387, loss: 0.686140, mean_absolute_error: 0.628748, r2_score: 0.690231
Validation 387, loss: 0.626121, mean_absolute_error: 0.606511, r2_score: 0.724773
Train 388, loss: 0.677909, mean_absolute_error: 0.624194, r2_score: 0.693986
Validation 388, loss: 0.583290, mean_absolute_error: 0.582545, r2_score: 0.743600
Train 389, loss: 0.691268, mean_absolute_error: 0.629289, r2_score: 0.688126
Validation 389, loss: 0.647907, mean_absolute_error: 0.632333, r2_score: 0.715197
Train 390, loss: 0.685978, mean_absolute_error: 0.630906, r2_score: 0.690379
Validation 390, loss: 0.601573, mean_absolute_error: 0.602872, r2_score: 0.735564
Train 391, loss: 0.685962, mean_absolute_error: 0.630784, r2_score: 0.690345
Validation 391, loss: 0.696637, mean_absolute_error: 0.662408, r2_score: 0.693776
Train 392, loss: 0.686319, mean_absolute_error: 0.628778, r2_score: 0.690250
Validation 392, loss: 0.592931, mean_absolute_error: 0.587212, r2_score: 0.739362
Train 393, loss: 0.691918, mean_absolute_error: 0.630835, r2_score: 0.687909
Validation 393, loss: 0.568811, mean_absolute_error: 0.571602, r2_score: 0.749965
Train 394, loss: 0.677709, mean_absolute_error: 0.624109, r2_score: 0.694104
Validation 394, loss: 0.617714, mean_absolute_error: 0.613982, r2_score: 0.728469
Train 395, loss: 0.672886, mean_absolute_error: 0.623000, r2_score: 0.696223
Validation 395, loss: 0.607525, mean_absolute_error: 0.605645, r2_score: 0.732947
Train 396, loss: 0.683125, mean_absolute_error: 0.628495, r2_score: 0.691705
Validation 396, loss: 0.606422, mean_absolute_error: 0.585477, r2_score: 0.733432
Train 397, loss: 0.672307, mean_absolute_error: 0.621802, r2_score: 0.696687
Validation 397, loss: 0.584667, mean_absolute_error: 0.581730, r2_score: 0.742995
Train 398, loss: 0.680082, mean_absolute_error: 0.624249, r2_score: 0.693061
Validation 398, loss: 0.622981, mean_absolute_error: 0.611538, r2_score: 0.726153
Train 399, loss: 0.663367, mean_absolute_error: 0.617437, r2_score: 0.700463
Validation 399, loss: 0.603502, mean_absolute_error: 0.588258, r2_score: 0.734716
Train 400, loss: 0.675620, mean_absolute_error: 0.623693, r2_score: 0.694955
Validation 400, loss: 0.661185, mean_absolute_error: 0.638310, r2_score: 0.709360
Train 401, loss: 0.680508, mean_absolute_error: 0.624989, r2_score: 0.692509
Validation 401, loss: 0.607404, mean_absolute_error: 0.603709, r2_score: 0.733000
Train 402, loss: 0.688057, mean_absolute_error: 0.628565, r2_score: 0.689448
Validation 402, loss: 0.594532, mean_absolute_error: 0.592985, r2_score: 0.738659
Train 403, loss: 0.676128, mean_absolute_error: 0.624258, r2_score: 0.694875
Validation 403, loss: 0.664805, mean_absolute_error: 0.637791, r2_score: 0.707768
Train 404, loss: 0.681670, mean_absolute_error: 0.626041, r2_score: 0.692289
Validation 404, loss: 0.587029, mean_absolute_error: 0.582832, r2_score: 0.741957
Train 405, loss: 0.684968, mean_absolute_error: 0.625719, r2_score: 0.690970
Validation 405, loss: 0.714812, mean_absolute_error: 0.660729, r2_score: 0.685787
Train 406, loss: 0.673614, mean_absolute_error: 0.620435, r2_score: 0.696011
Validation 406, loss: 0.652422, mean_absolute_error: 0.613930, r2_score: 0.713212
Train 407, loss: 0.676755, mean_absolute_error: 0.624109, r2_score: 0.694551
Validation 407, loss: 0.638708, mean_absolute_error: 0.624855, r2_score: 0.719240
Train 408, loss: 0.663273, mean_absolute_error: 0.618370, r2_score: 0.700653
Validation 408, loss: 0.581205, mean_absolute_error: 0.574910, r2_score: 0.744517
Train 409, loss: 0.676527, mean_absolute_error: 0.624266, r2_score: 0.694501
Validation 409, loss: 0.591856, mean_absolute_error: 0.597374, r2_score: 0.739835
Train 410, loss: 0.670082, mean_absolute_error: 0.618736, r2_score: 0.697555
Validation 410, loss: 0.608346, mean_absolute_error: 0.612745, r2_score: 0.732587
Train 411, loss: 0.677007, mean_absolute_error: 0.622411, r2_score: 0.694347
Validation 411, loss: 0.590287, mean_absolute_error: 0.592922, r2_score: 0.740525
Train 412, loss: 0.667302, mean_absolute_error: 0.616288, r2_score: 0.698807
Validation 412, loss: 0.589439, mean_absolute_error: 0.596216, r2_score: 0.740897
Train 413, loss: 0.672725, mean_absolute_error: 0.619730, r2_score: 0.696241
Validation 413, loss: 0.651375, mean_absolute_error: 0.626117, r2_score: 0.713672
Train 414, loss: 0.668023, mean_absolute_error: 0.617906, r2_score: 0.698437
Validation 414, loss: 0.617168, mean_absolute_error: 0.605342, r2_score: 0.728709
Train 415, loss: 0.674981, mean_absolute_error: 0.621835, r2_score: 0.695274
Validation 415, loss: 0.600996, mean_absolute_error: 0.601877, r2_score: 0.735817
Train 416, loss: 0.669526, mean_absolute_error: 0.620523, r2_score: 0.697997
Validation 416, loss: 0.597077, mean_absolute_error: 0.596672, r2_score: 0.737540
Train 417, loss: 0.676038, mean_absolute_error: 0.620210, r2_score: 0.694846
Validation 417, loss: 0.594905, mean_absolute_error: 0.594338, r2_score: 0.738495
Train 418, loss: 0.665461, mean_absolute_error: 0.620024, r2_score: 0.699723
Validation 418, loss: 0.574002, mean_absolute_error: 0.578594, r2_score: 0.747683
Train 419, loss: 0.653785, mean_absolute_error: 0.611673, r2_score: 0.704819
Validation 419, loss: 0.585932, mean_absolute_error: 0.575890, r2_score: 0.742439
Train 420, loss: 0.666506, mean_absolute_error: 0.614972, r2_score: 0.699082
Validation 420, loss: 0.620649, mean_absolute_error: 0.611500, r2_score: 0.727179
Train 421, loss: 0.664046, mean_absolute_error: 0.618383, r2_score: 0.699656
Validation 421, loss: 0.567564, mean_absolute_error: 0.571617, r2_score: 0.750513
Train 422, loss: 0.671306, mean_absolute_error: 0.620234, r2_score: 0.697088
Validation 422, loss: 0.586357, mean_absolute_error: 0.580294, r2_score: 0.742252
Train 423, loss: 0.660123, mean_absolute_error: 0.614598, r2_score: 0.702039
Validation 423, loss: 0.595335, mean_absolute_error: 0.585273, r2_score: 0.738306
Train 424, loss: 0.663218, mean_absolute_error: 0.616703, r2_score: 0.700700
Validation 424, loss: 0.602987, mean_absolute_error: 0.591385, r2_score: 0.734942
Train 425, loss: 0.658262, mean_absolute_error: 0.614933, r2_score: 0.702768
Validation 425, loss: 0.575862, mean_absolute_error: 0.571086, r2_score: 0.746865
Train 426, loss: 0.661827, mean_absolute_error: 0.616347, r2_score: 0.701245
Validation 426, loss: 0.605324, mean_absolute_error: 0.602126, r2_score: 0.733915
Train 427, loss: 0.661184, mean_absolute_error: 0.613669, r2_score: 0.701654
Validation 427, loss: 0.615244, mean_absolute_error: 0.608177, r2_score: 0.729554
Train 428, loss: 0.661654, mean_absolute_error: 0.615117, r2_score: 0.701431
Validation 428, loss: 0.564457, mean_absolute_error: 0.563983, r2_score: 0.751879
Train 429, loss: 0.663105, mean_absolute_error: 0.617108, r2_score: 0.700820
Validation 429, loss: 0.620258, mean_absolute_error: 0.608991, r2_score: 0.727350
Train 430, loss: 0.678496, mean_absolute_error: 0.620813, r2_score: 0.693516
Validation 430, loss: 0.620479, mean_absolute_error: 0.602042, r2_score: 0.727253
Train 431, loss: 0.669038, mean_absolute_error: 0.618292, r2_score: 0.698112
Validation 431, loss: 0.576931, mean_absolute_error: 0.571641, r2_score: 0.746396
Train 432, loss: 0.665866, mean_absolute_error: 0.617285, r2_score: 0.699543
Validation 432, loss: 0.589736, mean_absolute_error: 0.587783, r2_score: 0.740767
Train 433, loss: 0.659879, mean_absolute_error: 0.615801, r2_score: 0.702270
Validation 433, loss: 0.629904, mean_absolute_error: 0.625989, r2_score: 0.723110
Train 434, loss: 0.667501, mean_absolute_error: 0.618666, r2_score: 0.698625
Validation 434, loss: 0.629738, mean_absolute_error: 0.607974, r2_score: 0.723183
Train 435, loss: 0.669211, mean_absolute_error: 0.616645, r2_score: 0.697763
Validation 435, loss: 0.633956, mean_absolute_error: 0.614794, r2_score: 0.721329
Train 436, loss: 0.668270, mean_absolute_error: 0.618515, r2_score: 0.698302
Validation 436, loss: 0.669512, mean_absolute_error: 0.647558, r2_score: 0.705699
Train 437, loss: 0.672233, mean_absolute_error: 0.620021, r2_score: 0.696364
Validation 437, loss: 0.593631, mean_absolute_error: 0.595582, r2_score: 0.739055
Train 438, loss: 0.665797, mean_absolute_error: 0.618311, r2_score: 0.699456
Validation 438, loss: 0.582334, mean_absolute_error: 0.576510, r2_score: 0.744021
Train 439, loss: 0.659995, mean_absolute_error: 0.613882, r2_score: 0.701992
Validation 439, loss: 0.631167, mean_absolute_error: 0.617874, r2_score: 0.722555
Train 440, loss: 0.671800, mean_absolute_error: 0.619907, r2_score: 0.696860
Validation 440, loss: 0.642002, mean_absolute_error: 0.634827, r2_score: 0.717792
Train 441, loss: 0.658073, mean_absolute_error: 0.614262, r2_score: 0.703022
Validation 441, loss: 0.652630, mean_absolute_error: 0.629722, r2_score: 0.713120
Train 442, loss: 0.673288, mean_absolute_error: 0.618824, r2_score: 0.696101
Validation 442, loss: 0.608966, mean_absolute_error: 0.593442, r2_score: 0.732314
Train 443, loss: 0.658268, mean_absolute_error: 0.612608, r2_score: 0.702939
Validation 443, loss: 0.647478, mean_absolute_error: 0.617696, r2_score: 0.715385
Train 444, loss: 0.680695, mean_absolute_error: 0.622781, r2_score: 0.692965
Validation 444, loss: 0.576680, mean_absolute_error: 0.572989, r2_score: 0.746506
Train 445, loss: 0.664893, mean_absolute_error: 0.613300, r2_score: 0.700015
Validation 445, loss: 0.584804, mean_absolute_error: 0.568347, r2_score: 0.742935
Train 446, loss: 0.662200, mean_absolute_error: 0.614454, r2_score: 0.701123
Validation 446, loss: 0.636055, mean_absolute_error: 0.627274, r2_score: 0.720406
Train 447, loss: 0.661292, mean_absolute_error: 0.613249, r2_score: 0.701473
Validation 447, loss: 0.594868, mean_absolute_error: 0.589847, r2_score: 0.738511
Train 448, loss: 0.652771, mean_absolute_error: 0.611219, r2_score: 0.705322
Validation 448, loss: 0.643064, mean_absolute_error: 0.612486, r2_score: 0.717325
Train 449, loss: 0.664336, mean_absolute_error: 0.616103, r2_score: 0.700143
Validation 449, loss: 0.627067, mean_absolute_error: 0.611838, r2_score: 0.724357
Train 450, loss: 0.663050, mean_absolute_error: 0.612311, r2_score: 0.700868
Validation 450, loss: 0.586160, mean_absolute_error: 0.587656, r2_score: 0.742339
Train 451, loss: 0.652398, mean_absolute_error: 0.607932, r2_score: 0.705435
Validation 451, loss: 0.678296, mean_absolute_error: 0.642202, r2_score: 0.701838
Train 452, loss: 0.656929, mean_absolute_error: 0.611682, r2_score: 0.703405
Validation 452, loss: 0.572171, mean_absolute_error: 0.572982, r2_score: 0.748488
Train 453, loss: 0.669617, mean_absolute_error: 0.617109, r2_score: 0.697788
Validation 453, loss: 0.581092, mean_absolute_error: 0.567049, r2_score: 0.744567
Train 454, loss: 0.651002, mean_absolute_error: 0.608555, r2_score: 0.706119
Validation 454, loss: 0.566165, mean_absolute_error: 0.567606, r2_score: 0.751128
Train 455, loss: 0.658439, mean_absolute_error: 0.613084, r2_score: 0.702834
Validation 455, loss: 0.599318, mean_absolute_error: 0.591741, r2_score: 0.736555
Train 456, loss: 0.658561, mean_absolute_error: 0.610392, r2_score: 0.702741
Validation 456, loss: 0.607888, mean_absolute_error: 0.603602, r2_score: 0.732788
Train 457, loss: 0.645634, mean_absolute_error: 0.607890, r2_score: 0.708641
Validation 457, loss: 0.785022, mean_absolute_error: 0.707640, r2_score: 0.654924
Train 458, loss: 0.659091, mean_absolute_error: 0.612980, r2_score: 0.702435
Validation 458, loss: 0.643372, mean_absolute_error: 0.630057, r2_score: 0.717190
Train 459, loss: 0.659824, mean_absolute_error: 0.610800, r2_score: 0.702365
Validation 459, loss: 0.615229, mean_absolute_error: 0.596192, r2_score: 0.729561
Train 460, loss: 0.649867, mean_absolute_error: 0.609856, r2_score: 0.706569
Validation 460, loss: 0.776280, mean_absolute_error: 0.699757, r2_score: 0.658767
Train 461, loss: 0.655271, mean_absolute_error: 0.611432, r2_score: 0.704260
Validation 461, loss: 0.584554, mean_absolute_error: 0.577386, r2_score: 0.743045
Train 462, loss: 0.663107, mean_absolute_error: 0.613324, r2_score: 0.700728
Validation 462, loss: 0.648626, mean_absolute_error: 0.626643, r2_score: 0.714881
Train 463, loss: 0.662259, mean_absolute_error: 0.613034, r2_score: 0.701232
Validation 463, loss: 0.620638, mean_absolute_error: 0.610773, r2_score: 0.727183
Train 464, loss: 0.658759, mean_absolute_error: 0.615617, r2_score: 0.702735
Validation 464, loss: 0.610030, mean_absolute_error: 0.604131, r2_score: 0.731846
Train 465, loss: 0.657212, mean_absolute_error: 0.612167, r2_score: 0.703353
Validation 465, loss: 0.623594, mean_absolute_error: 0.614917, r2_score: 0.725884
Train 466, loss: 0.648938, mean_absolute_error: 0.607998, r2_score: 0.707159
Validation 466, loss: 0.667298, mean_absolute_error: 0.639331, r2_score: 0.706673
Train 467, loss: 0.647486, mean_absolute_error: 0.607829, r2_score: 0.707646
Validation 467, loss: 0.592656, mean_absolute_error: 0.583422, r2_score: 0.739483
Train 468, loss: 0.645260, mean_absolute_error: 0.607170, r2_score: 0.708815
Validation 468, loss: 0.607576, mean_absolute_error: 0.597908, r2_score: 0.732925
Train 469, loss: 0.649777, mean_absolute_error: 0.608347, r2_score: 0.706703
Validation 469, loss: 0.639437, mean_absolute_error: 0.622977, r2_score: 0.718920
Train 470, loss: 0.645956, mean_absolute_error: 0.605183, r2_score: 0.708422
Validation 470, loss: 0.588727, mean_absolute_error: 0.577928, r2_score: 0.741210
Train 471, loss: 0.650850, mean_absolute_error: 0.607724, r2_score: 0.706300
Validation 471, loss: 0.631621, mean_absolute_error: 0.618167, r2_score: 0.722355
Train 472, loss: 0.649682, mean_absolute_error: 0.608338, r2_score: 0.706663
Validation 472, loss: 0.615724, mean_absolute_error: 0.600198, r2_score: 0.729343
Train 473, loss: 0.658995, mean_absolute_error: 0.612369, r2_score: 0.702599
Validation 473, loss: 0.596698, mean_absolute_error: 0.593690, r2_score: 0.737707
Train 474, loss: 0.657656, mean_absolute_error: 0.612750, r2_score: 0.703184
Validation 474, loss: 0.556009, mean_absolute_error: 0.557991, r2_score: 0.755592
Train 475, loss: 0.654638, mean_absolute_error: 0.608196, r2_score: 0.704579
Validation 475, loss: 0.619336, mean_absolute_error: 0.609253, r2_score: 0.727756
Train 476, loss: 0.657680, mean_absolute_error: 0.612849, r2_score: 0.703241
Validation 476, loss: 0.573021, mean_absolute_error: 0.579861, r2_score: 0.748115
Train 477, loss: 0.649871, mean_absolute_error: 0.607103, r2_score: 0.706545
Validation 477, loss: 0.646197, mean_absolute_error: 0.617045, r2_score: 0.715948
Train 478, loss: 0.652808, mean_absolute_error: 0.609617, r2_score: 0.705464
Validation 478, loss: 0.698690, mean_absolute_error: 0.656601, r2_score: 0.692874
Train 479, loss: 0.662162, mean_absolute_error: 0.610824, r2_score: 0.701134
Validation 479, loss: 0.586565, mean_absolute_error: 0.577142, r2_score: 0.742161
Train 480, loss: 0.650191, mean_absolute_error: 0.610557, r2_score: 0.706478
Validation 480, loss: 0.641719, mean_absolute_error: 0.625569, r2_score: 0.717916
Train 481, loss: 0.652880, mean_absolute_error: 0.608227, r2_score: 0.705382
Validation 481, loss: 0.591297, mean_absolute_error: 0.590015, r2_score: 0.740081
Train 482, loss: 0.657305, mean_absolute_error: 0.610507, r2_score: 0.703212
Validation 482, loss: 0.645836, mean_absolute_error: 0.618706, r2_score: 0.716107
Train 483, loss: 0.650835, mean_absolute_error: 0.609296, r2_score: 0.706354
Validation 483, loss: 0.665865, mean_absolute_error: 0.647168, r2_score: 0.707303
Train 484, loss: 0.647011, mean_absolute_error: 0.607001, r2_score: 0.708017
Validation 484, loss: 0.591700, mean_absolute_error: 0.587388, r2_score: 0.739904
Train 485, loss: 0.643824, mean_absolute_error: 0.604742, r2_score: 0.709539
Validation 485, loss: 0.582208, mean_absolute_error: 0.586572, r2_score: 0.744076
Train 486, loss: 0.649173, mean_absolute_error: 0.605207, r2_score: 0.707067
Validation 486, loss: 0.619167, mean_absolute_error: 0.611882, r2_score: 0.727830
Train 487, loss: 0.639247, mean_absolute_error: 0.603353, r2_score: 0.711399
Validation 487, loss: 0.624152, mean_absolute_error: 0.614727, r2_score: 0.725638
Train 488, loss: 0.654493, mean_absolute_error: 0.608261, r2_score: 0.704164
Validation 488, loss: 0.678676, mean_absolute_error: 0.643251, r2_score: 0.701671
Train 489, loss: 0.645698, mean_absolute_error: 0.605130, r2_score: 0.708468
Validation 489, loss: 0.555398, mean_absolute_error: 0.562922, r2_score: 0.755861
Train 490, loss: 0.638386, mean_absolute_error: 0.602688, r2_score: 0.711722
Validation 490, loss: 0.621186, mean_absolute_error: 0.609773, r2_score: 0.726942
Train 491, loss: 0.648836, mean_absolute_error: 0.607637, r2_score: 0.707233
Validation 491, loss: 0.577552, mean_absolute_error: 0.581870, r2_score: 0.746123
Train 492, loss: 0.649634, mean_absolute_error: 0.610405, r2_score: 0.706809
Validation 492, loss: 0.567959, mean_absolute_error: 0.577191, r2_score: 0.750340
Train 493, loss: 0.634077, mean_absolute_error: 0.600988, r2_score: 0.713765
Validation 493, loss: 0.707282, mean_absolute_error: 0.658563, r2_score: 0.689097
Train 494, loss: 0.654689, mean_absolute_error: 0.610475, r2_score: 0.704544
Validation 494, loss: 0.626905, mean_absolute_error: 0.616683, r2_score: 0.724428
Train 495, loss: 0.649459, mean_absolute_error: 0.605848, r2_score: 0.706926
Validation 495, loss: 0.702774, mean_absolute_error: 0.659458, r2_score: 0.691078
Train 496, loss: 0.654436, mean_absolute_error: 0.609027, r2_score: 0.704668
Validation 496, loss: 0.578246, mean_absolute_error: 0.583917, r2_score: 0.745818
Train 497, loss: 0.650732, mean_absolute_error: 0.605404, r2_score: 0.706318
Validation 497, loss: 0.590619, mean_absolute_error: 0.583554, r2_score: 0.740379
Train 498, loss: 0.640861, mean_absolute_error: 0.604370, r2_score: 0.710779
Validation 498, loss: 0.614451, mean_absolute_error: 0.608969, r2_score: 0.729903
Train 499, loss: 0.647427, mean_absolute_error: 0.605566, r2_score: 0.707722
Validation 499, loss: 0.589050, mean_absolute_error: 0.583027, r2_score: 0.741069
Train 500, loss: 0.653272, mean_absolute_error: 0.608676, r2_score: 0.705197
Validation 500, loss: 0.571205, mean_absolute_error: 0.573031, r2_score: 0.748913
Train 501, loss: 0.644127, mean_absolute_error: 0.605208, r2_score: 0.709052
Validation 501, loss: 0.625614, mean_absolute_error: 0.613144, r2_score: 0.724996
Train 502, loss: 0.638442, mean_absolute_error: 0.603021, r2_score: 0.711754
Validation 502, loss: 0.714372, mean_absolute_error: 0.653215, r2_score: 0.685980
Train 503, loss: 0.644764, mean_absolute_error: 0.604763, r2_score: 0.708915
Validation 503, loss: 0.573067, mean_absolute_error: 0.579994, r2_score: 0.748094
Train 504, loss: 0.647544, mean_absolute_error: 0.605728, r2_score: 0.707768
Validation 504, loss: 0.584317, mean_absolute_error: 0.576704, r2_score: 0.743149
Train 505, loss: 0.650120, mean_absolute_error: 0.603979, r2_score: 0.706492
Validation 505, loss: 0.631804, mean_absolute_error: 0.611198, r2_score: 0.722275
Train 506, loss: 0.631899, mean_absolute_error: 0.598997, r2_score: 0.714858
Validation 506, loss: 0.656705, mean_absolute_error: 0.631004, r2_score: 0.711329
Train 507, loss: 0.634178, mean_absolute_error: 0.599744, r2_score: 0.713794
Validation 507, loss: 0.564671, mean_absolute_error: 0.569969, r2_score: 0.751785
Train 508, loss: 0.644898, mean_absolute_error: 0.602292, r2_score: 0.708984
Validation 508, loss: 0.657620, mean_absolute_error: 0.621957, r2_score: 0.710927
Train 509, loss: 0.645149, mean_absolute_error: 0.604401, r2_score: 0.708711
